h,Omega_cdm
0.7331673062724877,0.11736622182814038
0.6370303599789043,0.13733234631366895
0.7264841351732713,0.11973724821879936
0.6894723291884023,0.12641506923633847
0.6489218397982487,0.13592114279078288
0.6704755524172098,0.12611148293742286
0.733987361517314,0.11693910589532484
0.6623992071952395,0.1250295830598455
0.6531721083780724,0.12649775358912593
0.6556967488347392,0.13577031508148596
0.7309310044172477,0.11926326910386062
0.7337876507208927,0.11199696913181936
0.7396430265757258,0.11516042194400383
0.7212170208044307,0.11592031074694908
0.6886399820266291,0.12206391239312431
0.6756437628000725,0.1251878667049612
0.7250754003588512,0.1164145536199962
0.733797828786734,0.11498682644957307
0.6681455980746824,0.12946387390448785
0.733435668468265,0.11454091520222875
0.684794990930692,0.1307779468021496
0.7135219537536187,0.12078825499657353
0.7060652756503442,0.11976855843149446
0.6820949513849321,0.12475079274777688
0.6217743648901102,0.13858902778165202
0.7155026627531168,0.11581055117166478
0.6505663311253264,0.12746208237575982
0.7235303514271392,0.11827688102961671
0.6940896964192979,0.12699224850869506
0.6060629915239304,0.13873780777831923
0.7450406336501726,0.10912504481660518
0.7378126055080176,0.11643676340881873
0.7218084106230389,0.12016426994300751
0.634545405898258,0.13798130170075074
0.6901049489462849,0.123091973147394
0.6891264489494463,0.12460695450034331
0.6822038029394085,0.12686234681737624
0.6626194763364209,0.1266444225128432
0.7266989517855337,0.11780857229875201
0.662358851512531,0.12473372705277709
0.6531721083780724,0.12649775358912593
0.6554045004210213,0.13623864501755714
0.6966829661524662,0.12696087581263105
0.7337876507208927,0.11199696913181936
0.7483492702265578,0.11328464577984836
0.72163619283306,0.11588046308514031
0.6848349014154755,0.12287747525908431
0.6804270019569958,0.12429762480385846
0.7427244912147241,0.11038962359095653
0.7400215205977871,0.11320607453226217
0.6426857798372889,0.1318893632197051
0.733405123885316,0.11476167568428579
0.684794990930692,0.1307779468021496
0.7125670993137041,0.12094197673773693
0.7060652756503442,0.11976855843149446
0.6800039232923689,0.1253103730220412
0.6218762345747245,0.13856937345656692
0.7147564806318395,0.11582129765576774
0.6708021162754564,0.12452811901189073
0.7235303514271392,0.11827688102961671
0.7017730356861831,0.12468613823008685
0.6060629915239304,0.13873780777831923
0.7495836788951116,0.10811464497113676
0.7472845132372845,0.11535283027317153
0.71028704611172,0.12044646233653418
0.6637159512487302,0.13159576859729738
0.698059211210922,0.12074595828555264
0.6853208300534693,0.12342147087276618
0.6605516132951771,0.1305242447433445
0.6529186168428145,0.128915151124005
0.7266989517855337,0.11780857229875201
0.6897227719129055,0.1210903938385066
0.6531721083780724,0.12649775358912593
0.6528489101278114,0.13737396375976338
0.6966829661524662,0.12696087581263105
0.7364988275288998,0.11139436812799063
0.7483492702265578,0.11328464577984836
0.72163619283306,0.11588046308514031
0.6950839946446119,0.11986590536710937
0.7088152139674504,0.11583115558307903
0.744819378089593,0.10820678591093044
0.7425583030871182,0.11451073122312076
0.6680628745832289,0.12623157416389444
0.714586120065025,0.11790622095166
0.6876125337289841,0.1295605831262679
0.6969587569239017,0.12240197304334788
0.7060652756503442,0.11976855843149446
0.6800039232923689,0.1253103730220412
0.6573067362287824,0.12981929860487704
0.7147564806318395,0.11582129765576774
0.6708021162754564,0.12452811901189073
0.7374673939788249,0.11692587614772812
0.7003121155820964,0.12313617588452266
0.6060629915239304,0.13873780777831923
0.7307128196323699,0.11204622932077818
0.7472845132372845,0.11535283027317153
0.7156341961042082,0.11918052853451151
0.65765276632201,0.1329075891095848
0.7129569844107359,0.11717784425150872
0.6838753711028861,0.12366654330776221
0.6409158174122341,0.13585040975535806
0.6495256979027996,0.12949040848848295
0.7344360380301425,0.11688558130377914
0.6980632954773422,0.11879289829157424
0.6531466897107568,0.12735313807143253
0.6528489101278114,0.13737396375976338
0.6751371473957853,0.12976096092281353
0.7405394775440565,0.1105716569023718
0.7483492702265578,0.11328464577984836
0.7216460759671574,0.11587783300765044
0.6780384296892515,0.12441374228005032
0.6923958786301998,0.11855328252342007
0.732163172236435,0.11140457272693735
0.7425583030871182,0.11451073122312076
0.6419712066024154,0.1328904377425872
0.7254940853085184,0.11681012660137126
0.6902300591387254,0.12680875385166065
0.7084783403132017,0.12084471613659369
0.7060652756503442,0.11976855843149446
0.6939973615166829,0.12284815315170947
0.6309150222030697,0.13698648906729136
0.7147564806318395,0.11582129765576774
0.6709318136038338,0.12451823319767241
0.7374673939788249,0.11692587614772812
0.704741595312565,0.1259068839731923
0.6154799653224026,0.13795765435216303
0.7296042540032998,0.11263786278229199
0.7472845132372845,0.11535283027317153
0.7455617506408612,0.1105624864560709
0.6668752828294453,0.1304046218186605
0.7136483953622292,0.11769505320029222
0.6838753711028861,0.12366654330776221
0.6409158174122341,0.13585040975535806
0.6528100256152951,0.12899986368976699
0.7314551201670675,0.11790796589560848
0.6980632954773422,0.11879289829157424
0.6531466897107568,0.12735313807143253
0.6554173165061564,0.13554799922825211
0.6851490245794819,0.12795914392879
0.7405394775440565,0.1105716569023718
0.7483492702265578,0.11328464577984836
0.7095931369773011,0.11858971215412636
0.6789640317366041,0.12420874951584943
0.6608272974300219,0.1274770041517811
0.732163172236435,0.11140457272693735
0.7411693772025736,0.11457620461590452
0.6187538274737547,0.137590326377191
0.7058939430985322,0.11995057312281147
0.7152951738383226,0.1222131211426065
0.7162561358067113,0.1189987446761559
0.6926494227388832,0.12340958645135931
0.6939973615166829,0.12284815315170947
0.6246814446112586,0.1376946166104789
0.7146334288755475,0.11602937632709306
0.6709318136038338,0.12451823319767241
0.7374673939788249,0.11692587614772812
0.7077386443791314,0.12410880679916884
0.6357925187815233,0.1344555793939213
0.7140644667275967,0.1170939028712591
0.7472845132372845,0.11535283027317153
0.7455617506408612,0.1105624864560709
0.6618070245982293,0.12877824453551692
0.7136483953622292,0.11769505320029222
0.6998274852530456,0.12025578605989151
0.6409158174122341,0.13585040975535806
0.6068888788741704,0.13361018811407516
0.7314551201670675,0.11790796589560848
0.7296372567491131,0.1106600682371765
0.6534064552993513,0.12608254624038678
0.6554173165061564,0.13554799922825211
0.6912581964021743,0.12950519075478645
0.7405394775440565,0.1105716569023718
0.7483492702265578,0.11328464577984836
0.6984704155584065,0.12107200396668284
0.6783564604020602,0.12450133398094643
0.6583894099018636,0.1277126064110202
0.7221819659163178,0.11203188083046567
0.7404568110029359,0.11387765342650137
0.6333815017136648,0.13447258398459944
0.7058939430985322,0.11995057312281147
0.7151954392690497,0.1222345097729379
0.7308905489447672,0.11620827856151003
0.683318848401284,0.12616134148711536
0.658756293529912,0.1290279251308103
0.6473957586360266,0.1332269830531643
0.7223212158666987,0.11383486994563538
0.6710239621896089,0.12438451736586567
0.7432161574042543,0.11658272800286558
0.716640584096362,0.12259149622365247
0.6357925187815233,0.1344555793939213
0.6948166414363374,0.12183569700256555
0.7472845132372845,0.11535283027317153
0.7455617506408612,0.1105624864560709
0.6618070245982293,0.12877824453551692
0.7136483953622292,0.11769505320029222
0.7308905245514986,0.11466596313386107
0.6700219892624127,0.1279788423010857
0.6186703810677766,0.13191544859650203
0.7314551201670675,0.11790796589560848
0.7197557570715589,0.11074020205512027
0.6801937383663723,0.12247173079781912
0.6554173165061564,0.13554799922825211
0.713228515945126,0.12106434305001113
0.7405394775440565,0.1105716569023718
0.7483492702265578,0.11328464577984836
0.7028642304908611,0.12034403874469093
0.6896822095496047,0.12196424209397706
0.6583894099018636,0.1277126064110202
0.7096621597801842,0.11559407901245428
0.7404568110029359,0.11387765342650137
0.6317569909745508,0.13474527427450445
0.7058939430985322,0.11995057312281147
0.7160153350618659,0.12464031178616787
0.7420883047067236,0.11524270664507527
0.6642100058445459,0.13220058010962005
0.6897035582386449,0.12204395861879386
0.6784453171747078,0.1244342171929465
0.7223212158666987,0.11383486994563538
0.6710239621896089,0.12438451736586567
0.7432161574042543,0.11658272800286558
0.7348249082961251,0.12168435494428316
0.6139849243187125,0.1385819083723862
0.7046938828297962,0.12052821139266791
0.7428216207140083,0.11667838579535028
0.7445859908475376,0.10960960575424833
0.6618070245982293,0.12877824453551692
0.7136483953622292,0.11769505320029222
0.7319096449017576,0.11648393168608
0.6314768036545991,0.13557192317576705
0.6037692325044977,0.13392847067182256
0.7273753175838126,0.11825558349041718
0.718059897352236,0.11109544876909519
0.7033632600620614,0.12067398777182006
0.6441153198747083,0.13443076116434746
0.6759185515495397,0.12774367879584958
0.7091098732773756,0.11607614447053516
0.7483492702265578,0.11328464577984836
0.7226836322048816,0.11524478028121694
0.6736363912281487,0.12033360663915971
0.6623746745099386,0.1268752322396774
0.6858115616485307,0.11968106667528612
0.7423124073814563,0.1137382313768732
0.6211229575087887,0.13755334160094568
0.7239074649898167,0.11700724230469425
0.716132174195792,0.12458035420408557
0.7420883047067236,0.11524270664507527
0.6662564341298205,0.13139853322465062
0.6897035582386449,0.12204395861879386
0.675245254002163,0.12515975904014454
0.734780216399249,0.1116615547043547
0.6710239621896089,0.12438451736586567
0.741447696697302,0.11771898372558436
0.7253116452395474,0.1214743478291313
0.629538855053357,0.13490197900904147
0.7036338126350691,0.12084062162572141
0.7404008085606777,0.11672047595502384
0.7445859908475376,0.10960960575424833
0.6618070245982293,0.12877824453551692
0.7136483953622292,0.11769505320029222
0.7319096449017576,0.11648393168608
0.6314768036545991,0.13557192317576705
0.6037692325044977,0.13392847067182256
0.7273753175838126,0.11825558349041718
0.7076433002333189,0.11386870576962546
0.7056172661797274,0.12027169102955676
0.6441153198747083,0.13443076116434746
0.6759185515495397,0.12774367879584958
0.7091098732773756,0.11607614447053516
0.7483492702265578,0.11328464577984836
0.7222915055849952,0.11468007219000423
0.6734770238471012,0.12057254954193235
0.6134174418929954,0.13683973264199006
0.6721700184858467,0.12367070080354596
0.7423124073814563,0.1137382313768732
0.6310608835120816,0.1396291898154475
0.7304497254038602,0.11656862182954728
0.7053247257350324,0.12283405711396543
0.7420883047067236,0.11524270664507527
0.6630682114593547,0.13213884292435119
0.714655840209719,0.11602042167209374
0.6754200840642399,0.1258307058645492
0.7366534753277761,0.11120878860903806
0.6694253023466947,0.12686877611410816
0.7344840636170104,0.11898587777899507
0.7208188753707718,0.12154621718264812
0.6543871842812494,0.12981856806748127
0.7044639919252816,0.12181932884535963
0.7116321417374558,0.12075381308662897
0.7470981540298717,0.10824727085244162
0.6569234825090371,0.1298356430722039
0.702345797752727,0.12092264809241011
0.7158570011466744,0.11934219592528236
0.6314768036545991,0.13557192317576705
0.63263638644766,0.129599388517974
0.7273753175838126,0.11825558349041718
0.7006359850625219,0.11622579814656664
0.7132125212723025,0.1189068456689031
0.6337858482519689,0.13654230158289718
0.6910952008037753,0.12522349245742623
0.7089761411027365,0.11582813169704506
0.7414292397202319,0.11557715938173793
0.7272675154390102,0.11620659375647119
0.6734770238471012,0.12057254954193235
0.6134174418929954,0.13683973264199006
0.7078626315182264,0.11831803408735599
0.7389143457363874,0.1147658907912744
0.6310608835120816,0.1396291898154475
0.7304497254038602,0.11656862182954728
0.6909498073612124,0.12402886898337777
0.7420883047067236,0.11524270664507527
0.6630682114593547,0.13213884292435119
0.7170799112769822,0.11520054758422754
0.6754200840642399,0.1258307058645492
0.7368097409623111,0.11084907514027624
0.671052022267798,0.12631543803847559
0.7336339031110847,0.11815965019466727
0.7208188753707718,0.12154621718264812
0.645747659722188,0.1314566319481568
0.7084600787286375,0.12106636709936343
0.7116321417374558,0.12075381308662897
0.7470981540298717,0.10824727085244162
0.644198333825367,0.13201608895319822
0.7018821473237544,0.12097205318108767
0.7195013551120887,0.11795250083717354
0.6162093746548943,0.13834632709687295
0.63263638644766,0.129599388517974
0.7178583937884679,0.12104375361243423
0.7006359850625219,0.11622579814656664
0.7132125212723025,0.1189068456689031
0.6393634879152934,0.13547802527552577
0.6807113674807904,0.12662499655596984
0.6993186241753786,0.11612550967747495
0.7414292397202319,0.11557715938173793
0.7287613370817092,0.1166648627352183
0.6749866870059303,0.1206537490841356
0.6134174418929954,0.13683973264199006
0.7047398831448076,0.11878633914718086
0.7234776033466941,0.11856320768969915
0.6310608835120816,0.1396291898154475
0.7392504110113737,0.11489591471910571
0.7078037066312323,0.12241886268213634
0.7420883047067236,0.11524270664507527
0.689963584302511,0.1292160870303132
0.7213592249150427,0.1152667358573496
0.6754200840642399,0.1258307058645492
0.7016609821947566,0.12041499700847468
0.6699403758170708,0.1266945661645073
0.7336339031110847,0.11815965019466727
0.7496651288450195,0.11891186398568963
0.6364763734033023,0.1332875043489988
0.7013200394334754,0.124212331908206
0.7459935364579651,0.11270399129455733
0.713254456027181,0.11740019373135452
0.6201684678420635,0.13661680245363358
0.6992743972757439,0.12141896531609443
0.7195013551120887,0.11795250083717354
0.6566836225795134,0.13102020743407014
0.6326384930235193,0.12960141177895532
0.7031724153632002,0.12325028322199282
0.7006359850625219,0.11622579814656664
0.7135425547182012,0.11884439643138014
0.6651676837108664,0.12842206718425553
0.6807113674807904,0.12662499655596984
0.6935665775165442,0.11937120781612041
0.7416388998381618,0.11564271287647841
0.7287613370817092,0.1166648627352183
0.6734024239602214,0.11900125044286586
0.6134174418929954,0.13683973264199006
0.6776486927843788,0.12414195506278033
0.7309534866395586,0.1173610204784881
0.6452804401269258,0.13578355494842864
0.7070889520503773,0.11690104186594252
0.7078037066312323,0.12241886268213634
0.7420883047067236,0.11524270664507527
0.6895601758825243,0.12939383236761537
0.7165794391603741,0.1143639196363053
0.6856336029357796,0.12395541970919059
0.7016004569340936,0.1210891121701153
0.650178716699068,0.12953156739716928
0.7225586970101443,0.11914063351168859
0.7449397965653113,0.11955791707003065
0.6508631777328348,0.13223223900809802
0.7007289721560666,0.12451930820204032
0.7465258994740602,0.11235791243237991
0.713254456027181,0.11740019373135452
0.6201684678420635,0.13661680245363358
0.7015714106508432,0.12048250215140223
0.7195013551120887,0.11795250083717354
0.6400201838426156,0.13452056470256418
0.6326384930235193,0.12960141177895532
0.7030448665977604,0.12307492572241328
0.7157557322510306,0.11113647608073109
0.6888461450588514,0.123299716682767
0.6651676837108664,0.12842206718425553
0.6807194825215259,0.12662059535959147
0.6935665775165442,0.11937120781612041
0.7410356392430889,0.1155223459136789
0.7356123988549886,0.11444026135622741
0.676362367269622,0.11888233462213064
0.6134174418929954,0.13683973264199006
0.6684054126430975,0.12555589760110342
0.7302467914248131,0.11780406091361155
0.6335232262946965,0.13922977590273106
0.7152115360394706,0.11423038960964356
0.6856111372993146,0.12412856701461202
0.7457602955259557,0.11450981165350055
0.6945142377146343,0.126465308010582
0.7166460864238579,0.1143761256078506
0.6856336029357796,0.12395541970919059
0.7055396519139697,0.12050221809639189
0.6462456419797267,0.12994552544847673
0.7296605734912902,0.11908415229339883
0.7449397965653113,0.11955791707003065
0.6411899155459366,0.13294176824652143
0.7007289721560666,0.12451930820204032
0.7412998843761966,0.11383687531169101
0.712615752185017,0.11899964144190209
0.6384767799093181,0.13316094269891843
0.6991767308635845,0.12090755537885797
0.7246032802490935,0.1176734108480164
0.6400201838426156,0.13452056470256418
0.6326384930235193,0.12960141177895532
0.6921496635679871,0.12470855833374578
0.7157557322510306,0.11113647608073109
0.7048459805754711,0.12080369340978435
0.6651676837108664,0.12842206718425553
0.6769211567542893,0.12838166454365693
0.6935665775165442,0.11937120781612041
0.7373371319994093,0.11668043739054754
0.7444149522494197,0.11266587413497742
0.6822431363280328,0.12189927626066707
0.6155055454580908,0.13708795264444185
0.6409617795389854,0.1291348140577408
0.7302467914248131,0.11780406091361155
0.6285476169256009,0.13863830822342577
0.717350425244223,0.11372238953407027
0.6863204172912517,0.12402375816621382
0.7457602955259557,0.11450981165350055
0.6918520356798439,0.1268288166434037
0.7166460864238579,0.1143761256078506
0.6856336029357796,0.12395541970919059
0.7055396519139697,0.12050221809639189
0.657351163790065,0.12821303008198204
0.7330994907343408,0.11837972780844011
0.735956535430898,0.12050340972881503
0.6411899155459366,0.13294176824652143
0.6578068517823635,0.13405997420040774
0.7412998843761966,0.11383687531169101
0.7097631780289642,0.12614308242639316
0.6372768632946638,0.13325787521618346
0.6987726388776537,0.12107007479708552
0.7370369319478425,0.1154085790589518
0.6400201838426156,0.13452056470256418
0.6650505388077348,0.12527731489044633
0.6921496635679871,0.12470855833374578
0.7157557322510306,0.11113647608073109
0.684118160000632,0.1233291590367796
0.6800785278565119,0.12598928280535832
0.671204369580003,0.12877133293311227
0.6895182592195374,0.1200509456124005
0.7373371319994093,0.11668043739054754
0.7444149522494197,0.11266587413497742
0.678942886295738,0.12273140612384677
0.6155055454580908,0.13708795264444185
0.6464242193974497,0.12869555783046996
0.7302467914248131,0.11780406091361155
0.6285476169256009,0.13863830822342577
0.721023439708997,0.11212115392730253
0.658156651911558,0.1274217978256695
0.7457602955259557,0.11450981165350055
0.6919639094285086,0.12682432814390082
0.7093758755310647,0.11744265354112607
0.6856336029357796,0.12395541970919059
0.7105472557665651,0.11963352407685113
0.657351163790065,0.12821303008198204
0.7330994907343408,0.11837972780844011
0.735956535430898,0.12050340972881503
0.6404566624122584,0.13300100242260657
0.6225634130910084,0.1394302247554464
0.7319774470782924,0.11557448258941348
0.7092219351411989,0.12609401165403425
0.6361689076703986,0.1339407842279492
0.6907992454381594,0.12187957701261719
0.7404033220288937,0.11512634481460264
0.6634020953269458,0.13167339806586126
0.6650505388077348,0.12527731489044633
0.68350500612973,0.12604459747388178
0.7157557322510306,0.11113647608073109
0.6798836002727144,0.12401528794910047
0.6789678257359809,0.1259366620408451
0.6701313691636812,0.129053949439441
0.6906152269081302,0.12006163374633759
0.7357531511959208,0.11731561229874032
0.7444149522494197,0.11266587413497742
0.6962356577618065,0.11882931061742372
0.6264009138933854,0.1341305737564592
0.6636599644409247,0.12746334889282254
0.7302467914248131,0.11780406091361155
0.6285476169256009,0.13863830822342577
0.7128254122202515,0.11481425253141465
0.6594879166327685,0.12738718262771476
0.7457602955259557,0.11450981165350055
0.7035078481041718,0.11921248589368563
0.6847564554925492,0.12367817821278143
0.6856336029357796,0.12395541970919059
0.7006354320742954,0.1210195148227402
0.6257605449378884,0.1374496176123338
0.7330994907343408,0.11837972780844011
0.735956535430898,0.12050340972881503
0.6404566624122584,0.13300100242260657
0.6225634130910084,0.1394302247554464
0.7319774470782924,0.11557448258941348
0.6938768609298798,0.129302894543579
0.6361689076703986,0.1339407842279492
0.6867265443488542,0.12267642521770467
0.7413582867253007,0.11528093127999275
0.6519818976893128,0.13435284535532618
0.6740904283727188,0.12419262447699861
0.6492966213939124,0.13260886535614036
0.7157557322510306,0.11113647608073109
0.6798836002727144,0.12401528794910047
0.6989408694580865,0.12290306814618443
0.6701313691636812,0.129053949439441
0.6906152269081302,0.12006163374633759
0.7356937046597741,0.11732088557899202
0.7119871295552356,0.12027420495185019
0.6904236955809595,0.12067254680605265
0.6264009138933854,0.1341305737564592
0.6680279963154286,0.12670211788173097
0.7276781288215666,0.11728571184691024
0.6285476169256009,0.13863830822342577
0.7127122353787744,0.1149562981503148
0.6753586048036264,0.12529076625788613
0.7457602955259557,0.11450981165350055
0.699372569452894,0.12008542401784988
0.6830642294597024,0.12408118618949958
0.7030008347079444,0.12284005321912093
0.6692142013379491,0.12357450518114593
0.6196849105576584,0.13926226036713998
0.7330994907343408,0.11837972780844011
0.735956535430898,0.12050340972881503
0.628727587952605,0.13568060022705644
0.6225634130910084,0.1394302247554464
0.7319774470782924,0.11557448258941348
0.7127715697807061,0.12388889026587177
0.6414832532550759,0.13179659286030532
0.6813164454105756,0.1232183268717666
0.7489993094580535,0.1138427307248444
0.6635330687528966,0.1320026502270101
0.6721939596356377,0.12315609806829932
0.6410927503566143,0.1340180802574403
0.7125937052049424,0.11232749083031246
0.6672779060425226,0.1274938016024701
0.7264504172179268,0.11864522707907431
0.6701313691636812,0.129053949439441
0.6887747803435474,0.121299169571703
0.7356937046597741,0.11732088557899202
0.6961824185786111,0.12358943140519602
0.6904236955809595,0.12067254680605265
0.6283422173180028,0.13057186225370726
0.6512419353747385,0.1312214118016281
0.6798778764552486,0.12735578907825162
0.6285476169256009,0.13863830822342577
0.7127122353787744,0.1149562981503148
0.6802631186677379,0.12389230816953353
0.7457602955259557,0.11450981165350055
0.7009135830406675,0.12125538286320375
0.7084535855277552,0.12107451867071858
0.7030008347079444,0.12284005321912093
0.6567497994803426,0.126905564344492
0.6240388598599406,0.13846058665003771
0.7330994907343408,0.11837972780844011
0.7339774653721766,0.11805192052857609
0.659090759616948,0.12829452483451192
0.6515209446667259,0.1336366008890825
0.7436967039824486,0.11595053151993888
0.7341362101841136,0.12014748416771806
0.675858680678308,0.12603585342683835
0.682693727608446,0.12239872196032997
0.7486933502502288,0.1138299963778309
0.6635330687528966,0.1320026502270101
0.6721939596356377,0.12315609806829932
0.6719944744324906,0.12876572537130526
0.7272552375179742,0.11403534313492056
0.6752656668417338,0.1265303480484646
0.6860348427820843,0.1268986361417231
0.6546803737636658,0.13543572207956048
0.6783048809610989,0.12131757568977027
0.7356937046597741,0.11732088557899202
0.7008620832377591,0.12037809846697597
0.6938866771242505,0.12020076311106258
0.6450618181558874,0.12952847868863349
0.6340312361016588,0.13406412648385854
0.6740900852692423,0.1277855308692964
0.6285476169256009,0.13863830822342577
0.7119229132623105,0.1152298908852532
0.6785796863861017,0.12403725904044403
0.7457602955259557,0.11450981165350055
0.7013051874741937,0.12127714107413556
0.7052413138363821,0.12119046813969847
0.690978286498386,0.12387975615293759
0.667863445815244,0.1249599741508627
0.6240388598599406,0.13846058665003771
0.7262079062690443,0.12039044609255131
0.7339774653721766,0.11805192052857609
0.6518082877868756,0.12935968855904784
0.6637602505505957,0.13097188349609307
